,z
711,10.622205
712,13.567111
713,-5.480661
714,0.007526052
715,-3.0290325
716,9.607314
717,9.086846
718,0.32581598
719,7.325337
720,15.741562
721,11.13843
722,3.8413656
723,5.686137
724,10.860643
725,-3.276413
726,1.6420114
727,4.376727
728,1.5910132
729,2.9546685
730,13.354166
731,6.902285
732,11.701962
733,19.139454
734,13.64752
735,9.145838
736,9.93155
737,4.0107555
738,-5.1493044
739,9.312899
740,7.2322392
741,6.20647
742,8.806806
743,6.4064856
744,-2.4901204
745,6.0317273
746,-0.3188605
747,-13.790369
748,-10.224192
749,11.211973
750,-17.102375
751,11.43892
752,6.111942
753,10.839491
754,-17.785349
755,-17.637388
756,-16.999578
757,1.5520766
758,-10.314066
759,-0.18467677
760,1.9727669
761,-18.985023
762,-14.250143
763,4.327904
764,-17.262697
765,-5.5766406
766,-6.9806314
767,-7.88806
768,-17.584658
769,-18.666824
770,-15.991261
771,-8.107835
772,7.834977
773,-17.123432
774,-0.49185956
775,-0.64429355
776,9.278948
777,-2.615504
778,8.569183
779,-15.249894
780,-12.140466
781,-11.086036
782,-12.407661
783,-14.194036
784,-18.866474
785,0.68647784
786,-16.072659
787,4.3156533
788,-15.107278
789,-13.4993105
790,-16.089043
791,-18.973602
792,-2.1516733
793,-17.371881
794,0.08418893
795,5.5593276
796,-14.401869
797,0.81736416
798,2.7002792
799,-13.514933
800,-1.3004081
801,-17.766806
802,0.4862145
803,5.113617
804,-13.573664
805,-11.231499
806,-11.650566
807,-16.74796
808,-1.2814707
809,4.948433
810,8.045454
811,-18.360502
812,6.4072037
813,-11.766435
814,-16.190262
815,-6.1427627
816,11.422394
817,4.7354975
818,-15.303937
819,3.7949133
820,-6.043904
821,-14.399927
822,-11.906084
823,-16.559977
824,-15.589801
825,-2.3966532
826,-10.612162
827,-7.31475
828,-8.046991
829,-7.1744804
830,-8.600881
831,-8.454648
832,-0.7590519
833,-5.8258886
834,2.0618763
835,-10.054493
836,-2.6720908
837,-10.561948
838,-14.570965
839,-13.552469
840,-2.8324807
841,-11.074723
842,-14.768734
843,-9.118204
844,-12.450463
845,-13.787106
846,-11.308542
847,-6.5729046
848,-14.628509
849,-10.843942
850,-6.550676
851,-14.033539
852,-6.8407655
853,-4.5490384
854,-13.124592
855,-3.1203446
856,-9.95291
857,1.2632884
858,-5.787812
859,-12.682588
860,-11.644183
861,-9.736826
862,-10.826695
863,-13.330837
864,-11.311544
865,-4.859411
866,-9.826524
867,-7.0797377
868,-5.6343174
869,-4.9001
870,1.3000472
871,0.14860292
872,1.3379141
873,-2.2361262
874,-1.4816763
875,1.4593538
876,-11.639757
877,-6.5611377
878,-12.688819
879,4.6726108
880,-0.3873322
881,-4.0587144
882,-9.432937
883,-6.7029395
884,-2.27905
885,0.6288964
886,-3.6122148
887,-9.0956
888,-5.3435864
889,5.952264
890,-8.9282055
891,-10.447691
892,-2.00095
893,-12.920368
894,-7.058622
895,-3.3298836
896,-3.2561588
897,5.7129216
898,5.951817
899,-10.25793
900,-5.960075
901,-11.402397
902,-6.722447
903,-12.279371
904,-10.1467285
905,-12.730666
906,-12.867694
907,-4.5990105
908,-9.991941
909,-4.414205
910,4.7687106
911,-10.421366
912,1.400322
913,-12.428177
914,-4.627302
915,-1.4281821
916,5.2950854
917,-10.359706
918,-11.007869
919,-13.603334
920,-4.6726856
921,-4.5979605
922,-10.144364
923,-12.334906
924,-6.902591
925,-3.7005885
926,-8.711975
927,-10.082103
928,-3.225603
929,-6.905077
930,-9.361833
931,-5.41016
932,-8.099237
933,-8.32134
934,-0.7100743
935,-7.8714294
936,-12.388046
937,-1.4276376
938,-7.4122095
939,6.5201073
940,-0.5207576
941,-11.013411
942,-3.6501472
943,1.1576355
944,-3.7834315
945,-11.619197
946,-14.755693
947,-9.09776
948,-11.610318
949,-10.912878
950,-8.049584
951,-7.138844
952,-10.047849
953,0.9241118
954,-11.602634
955,-5.0516577
956,5.1764436
957,-11.24512
958,-2.1638396
959,-9.244699
960,-9.999994
961,-1.7085878
962,-4.3541837
963,-7.9885964
964,-3.7819269
965,-14.066906
966,-9.93839
967,-8.209633
968,-12.20972
969,-7.648925
970,-9.3123255
971,0.13217796
972,-13.002051
973,-11.5654545
974,-0.5205103
975,-13.860974
976,-6.7150674
977,-13.761142
978,-6.455724
979,-10.987128
980,-8.602992
981,-12.090999
982,-12.636877
983,-5.707354
984,-7.030024
985,-9.050339
986,-5.25345
987,-11.501937
988,-8.675383
989,-2.896876
990,-11.033318
991,-9.80681
992,-4.855489
993,-15.386737
994,-12.669148
995,-4.776759
996,-2.1320357
997,-12.753526
998,-8.876699
999,-4.852489
